,Date,Country,Cases,Deaths,Recovered,week_number,month,year
245,12/29/2014,Liberia,3108,0,0,1,12,2014
246,12/29/2014,Guinea,2384,1422,962,1,12,2014
247,12/29/2014,Senegal,1,0,1,1,12,2014
248,12/29/2014,Spain,1,0,1,1,12,2014
249,12/30/2014,USA,4,1,3,1,12,2014
250,12/30/2014,Sierra Leone,7354,2392,4962,1,12,2014
251,12/30/2014,Mali,7,0,0,1,12,2014
252,12/30/2014,Liberia,3108,0,0,1,12,2014
253,12/30/2014,Guinea,2397,1433,964,1,12,2014
254,12/30/2014,Spain,1,0,1,1,12,2014
255,12/30/2014,Senegal,1,0,1,1,12,2014
256,12/30/2014,Nigeria,19,7,12,1,12,2014
257,12/31/2014,Spain,1,0,1,1,12,2014
258,12/31/2014,Senegal,1,0,1,1,12,2014
259,12/31/2014,Liberia,3110,0,0,1,12,2014
260,12/31/2014,Sierra Leone,7354,2392,4962,1,12,2014
261,12/31/2014,Mali,7,0,0,1,12,2014
262,12/31/2014,Nigeria,19,7,12,1,12,2014
263,12/31/2014,USA,4,1,3,1,12,2014
264,12/31/2014,Guinea,2397,1433,964,1,12,2014
265,1/2/2015,Nigeria,19,7,12,1,1,2015
266,1/2/2015,Spain,1,0,1,1,1,2015
267,1/2/2015,USA,4,1,3,1,1,2015
268,1/2/2015,Senegal,1,0,1,1,1,2015
269,1/2/2015,United Kingdom,1,0,0,1,1,2015
270,1/2/2015,Liberia,3110,0,0,1,1,2015
271,1/2/2015,Sierra Leone,7476,2461,5015,1,1,2015
272,1/2/2015,Mali,7,0,0,1,1,2015
273,1/2/2015,Guinea,2435,1463,972,1,1,2015
274,1/5/2015,Sierra Leone,7570,2549,5021,2,1,2015
275,1/5/2015,Liberia,3116,0,0,2,1,2015
276,1/5/2015,Spain,1,0,1,2,1,2015
277,1/5/2015,Nigeria,19,7,12,2,1,2015
278,1/5/2015,United Kingdom,1,0,0,2,1,2015
279,1/5/2015,Guinea,2465,1488,977,2,1,2015
280,1/5/2015,USA,4,1,3,2,1,2015
281,1/5/2015,Mali,7,0,0,2,1,2015
282,1/5/2015,Senegal,1,0,1,2,1,2015
283,1/6/2015,United Kingdom,1,0,1,2,1,2015
284,1/6/2015,Guinea,2471,1499,972,2,1,2015
285,1/6/2015,Sierra Leone,7602,2577,5025,2,1,2015
286,1/6/2015,Liberia,3118,0,0,2,1,2015
287,1/6/2015,Spain,1,0,1,2,1,2015
288,1/6/2015,USA,4,1,3,2,1,2015
289,1/6/2015,Senegal,1,0,1,2,1,2015
290,1/6/2015,Nigeria,19,7,12,2,1,2015
291,1/6/2015,Mali,7,0,0,2,1,2015
292,1/7/2015,Spain,1,0,1,2,1,2015
293,1/7/2015,Guinea,2471,1499,972,2,1,2015
294,1/7/2015,Senegal,1,0,1,2,1,2015
295,1/7/2015,Nigeria,19,7,12,2,1,2015
296,1/7/2015,United Kingdom,1,0,1,2,1,2015
297,1/7/2015,Mali,7,0,0,2,1,2015
298,1/7/2015,USA,4,1,3,2,1,2015
299,1/7/2015,Sierra Leone,7602,2577,5025,2,1,2015
300,1/7/2015,Liberia,3118,0,0,2,1,2015
301,1/8/2015,United Kingdom,1,0,0,2,1,2015
302,1/8/2015,Mali,7,0,0,2,1,2015
303,1/8/2015,Guinea,2477,1504,973,2,1,2015
304,1/8/2015,Sierra Leone,7759,2611,5148,2,1,2015
305,1/8/2015,Liberia,3118,0,0,2,1,2015
306,1/9/2015,Mali,7,0,0,2,1,2015
307,1/9/2015,Guinea,2493,1515,978,2,1,2015
308,1/9/2015,United Kingdom,1,0,0,2,1,2015
309,1/9/2015,Sierra Leone,7759,2611,5148,2,1,2015
310,1/9/2015,Liberia,3123,0,0,2,1,2015
311,1/12/2015,Liberia,3123,0,0,3,1,2015
312,1/12/2015,United Kingdom,1,0,0,3,1,2015
313,1/12/2015,Sierra Leone,7766,2683,5083,3,1,2015
314,1/12/2015,Mali,7,0,0,3,1,2015
315,1/12/2015,Guinea,2508,1523,985,3,1,2015
316,1/13/2015,United Kingdom,1,0,0,3,1,2015
317,1/13/2015,Mali,7,0,0,3,1,2015
318,1/13/2015,Guinea,2508,1523,985,3,1,2015
319,1/13/2015,Liberia,3123,0,0,3,1,2015
320,1/13/2015,Sierra Leone,7766,2683,5083,3,1,2015
321,1/14/2015,Liberia,3127,0,0,3,1,2015
322,1/14/2015,USA,4,1,3,3,1,2015
323,1/14/2015,Senegal,1,0,1,3,1,2015
324,1/14/2015,Guinea,2514,1530,984,3,1,2015
325,1/14/2015,Spain,1,0,1,3,1,2015
326,1/14/2015,Nigeria,19,7,12,3,1,2015
327,1/14/2015,Sierra Leone,7786,2696,5090,3,1,2015
328,1/14/2015,Mali,7,0,0,3,1,2015
329,1/14/2015,United Kingdom,1,0,0,3,1,2015
330,1/15/2015,Sierra Leone,7802,2701,5101,3,1,2015
331,1/15/2015,Liberia,3127,0,0,3,1,2015
332,1/15/2015,USA,4,1,3,3,1,2015
333,1/15/2015,Mali,7,0,0,3,1,2015
334,1/15/2015,Spain,1,0,1,3,1,2015
335,1/15/2015,Guinea,2522,1537,985,3,1,2015
336,1/15/2015,United Kingdom,1,0,0,3,1,2015
337,1/15/2015,Nigeria,19,7,12,3,1,2015
338,1/15/2015,Senegal,1,0,1,3,1,2015
339,1/16/2015,Spain,1,0,1,3,1,2015
340,1/16/2015,Nigeria,19,7,12,3,1,2015
341,1/16/2015,Guinea,2525,1541,984,3,1,2015
342,1/16/2015,Mali,7,0,0,3,1,2015
343,1/16/2015,Senegal,1,0,1,3,1,2015
344,1/16/2015,Liberia,3127,0,0,3,1,2015
345,1/16/2015,USA,4,1,3,3,1,2015
346,1/16/2015,Sierra Leone,7825,2717,5108,3,1,2015
347,1/16/2015,United Kingdom,1,0,0,3,1,2015
348,1/19/2015,Nigeria,19,7,12,4,1,2015
349,1/19/2015,Liberia,3131,0,0,4,1,2015
350,1/19/2015,United Kingdom,1,0,0,4,1,2015
351,1/19/2015,Spain,1,0,1,4,1,2015
352,1/19/2015,Guinea,2539,1556,983,4,1,2015
353,1/19/2015,Sierra Leone,7883,2766,5117,4,1,2015
354,1/19/2015,Senegal,1,0,1,4,1,2015
355,1/19/2015,USA,4,1,3,4,1,2015
356,1/19/2015,Mali,7,0,0,4,1,2015
357,1/20/2015,Spain,1,0,1,4,1,2015
358,1/20/2015,United Kingdom,1,0,0,4,1,2015
359,1/20/2015,Senegal,1,0,1,4,1,2015
360,1/20/2015,Nigeria,19,7,12,4,1,2015
361,1/20/2015,Liberia,3135,0,0,4,1,2015
362,1/20/2015,Guinea,2539,1557,982,4,1,2015
363,1/20/2015,Mali,7,0,0,4,1,2015
364,1/20/2015,USA,4,1,3,4,1,2015
365,1/20/2015,Sierra Leone,7903,2779,5124,4,1,2015
366,1/21/2015,Sierra Leone,7903,2779,5124,4,1,2015
367,1/21/2015,Nigeria,19,7,12,4,1,2015
368,1/21/2015,Liberia,3135,0,0,4,1,2015
369,1/21/2015,Spain,1,0,1,4,1,2015
370,1/21/2015,Mali,7,0,0,4,1,2015
371,1/21/2015,Senegal,1,0,1,4,1,2015
372,1/21/2015,USA,4,1,3,4,1,2015
373,1/21/2015,Guinea,2539,1557,982,4,1,2015
374,1/21/2015,United Kingdom,1,0,0,4,1,2015
375,1/22/2015,Liberia,3136,0,0,4,1,2015
376,1/22/2015,Senegal,1,0,1,4,1,2015
377,1/22/2015,USA,4,1,3,4,1,2015
378,1/22/2015,Nigeria,19,7,12,4,1,2015
379,1/22/2015,Sierra Leone,7909,2787,5122,4,1,2015
380,1/22/2015,Mali,7,0,0,4,1,2015
381,1/22/2015,Guinea,2542,1560,982,4,1,2015
382,1/22/2015,Spain,1,0,1,4,1,2015
383,1/22/2015,United Kingdom,1,0,0,4,1,2015
384,1/23/2015,Sierra Leone,7921,2793,5128,4,1,2015
385,1/23/2015,Mali,7,0,0,4,1,2015
386,1/23/2015,Liberia,3136,0,0,4,1,2015
387,1/23/2015,Spain,1,0,1,4,1,2015
388,1/23/2015,Guinea,2545,1561,984,4,1,2015
389,1/23/2015,Senegal,1,0,1,4,1,2015
390,1/23/2015,Nigeria,19,7,12,4,1,2015
391,1/23/2015,USA,4,1,3,4,1,2015
392,1/23/2015,United Kingdom,1,0,0,4,1,2015
393,1/26/2015,Senegal,1,0,1,5,1,2015
394,1/26/2015,Sierra Leone,7963,2829,5134,5,1,2015
395,1/26/2015,Nigeria,19,7,12,5,1,2015
396,1/26/2015,USA,4,1,3,5,1,2015
397,1/26/2015,Guinea,2559,1574,985,5,1,2015
398,1/26/2015,United Kingdom,1,0,0,5,1,2015
399,1/26/2015,Mali,7,0,0,5,1,2015
400,1/26/2015,Liberia,3136,0,0,5,1,2015
401,1/26/2015,Spain,1,0,1,5,1,2015
402,1/27/2015,Mali,7,0,0,5,1,2015
403,1/27/2015,Liberia,3138,0,0,5,1,2015
404,1/27/2015,USA,4,1,3,5,1,2015
405,1/27/2015,Spain,1,0,1,5,1,2015
406,1/27/2015,Nigeria,19,7,12,5,1,2015
407,1/27/2015,Senegal,1,0,1,5,1,2015
408,1/27/2015,Sierra Leone,7968,2833,5135,5,1,2015
409,1/27/2015,United Kingdom,1,0,0,5,1,2015
410,1/27/2015,Guinea,2569,1578,991,5,1,2015
411,1/28/2015,Senegal,1,0,1,5,1,2015
412,1/28/2015,Liberia,3138,0,0,5,1,2015
413,1/28/2015,USA,4,1,3,5,1,2015
414,1/28/2015,Sierra Leone,7968,2833,5135,5,1,2015
415,1/28/2015,Spain,1,0,1,5,1,2015
416,1/28/2015,United Kingdom,1,0,0,5,1,2015
417,1/28/2015,Mali,7,0,0,5,1,2015
418,1/28/2015,Nigeria,19,7,12,5,1,2015
419,1/28/2015,Guinea,2569,1578,991,5,1,2015
420,1/29/2015,Mali,7,0,0,5,1,2015
421,1/29/2015,Nigeria,19,7,12,5,1,2015
422,1/29/2015,Spain,1,0,1,5,1,2015
423,1/29/2015,Liberia,3138,0,0,5,1,2015
424,1/29/2015,USA,4,1,3,5,1,2015
425,1/29/2015,Senegal,1,0,1,5,1,2015
426,1/29/2015,Sierra Leone,7977,2841,5136,5,1,2015
427,1/29/2015,Guinea,2571,1579,992,5,1,2015
428,1/29/2015,United Kingdom,1,0,0,5,1,2015
429,1/30/2015,Spain,1,0,1,5,1,2015
430,1/30/2015,Liberia,3138,0,0,5,1,2015
431,1/30/2015,Sierra Leone,7989,2850,5139,5,1,2015
432,1/30/2015,United Kingdom,1,0,0,5,1,2015
433,1/30/2015,Senegal,1,0,1,5,1,2015
434,1/30/2015,USA,4,1,3,5,1,2015
435,1/30/2015,Guinea,2575,1581,994,5,1,2015
436,1/30/2015,Nigeria,19,7,12,5,1,2015
437,1/30/2015,Mali,7,0,0,5,1,2015
438,2/2/2015,Liberia,3138,0,0,6,2,2015
439,2/2/2015,Sierra Leone,8042,2908,5134,6,2,2015
440,2/2/2015,USA,4,1,3,6,2,2015
441,2/2/2015,Nigeria,19,7,12,6,2,2015
442,2/2/2015,Senegal,1,0,1,6,2,2015
443,2/2/2015,Guinea,2593,1595,998,6,2,2015
444,2/2/2015,Mali,7,0,0,6,2,2015
445,2/2/2015,Spain,1,0,1,6,2,2015
446,2/2/2015,United Kingdom,1,0,0,6,2,2015
447,2/3/2015,Guinea,2608,1597,1011,6,2,2015
448,2/3/2015,Mali,7,0,0,6,2,2015
449,2/3/2015,Senegal,1,0,1,6,2,2015
450,2/3/2015,Liberia,3143,0,0,6,2,2015
451,2/3/2015,Nigeria,19,7,12,6,2,2015
452,2/3/2015,United Kingdom,1,0,0,6,2,2015
453,2/3/2015,Spain,1,0,1,6,2,2015
454,2/3/2015,Sierra Leone,8059,2910,5149,6,2,2015
455,2/3/2015,USA,4,1,3,6,2,2015
456,2/4/2015,Sierra Leone,8059,2910,5149,6,2,2015
457,2/4/2015,Mali,7,0,0,6,2,2015
458,2/4/2015,Liberia,3143,0,0,6,2,2015
459,2/4/2015,Guinea,2608,1597,1011,6,2,2015
460,2/4/2015,Spain,1,0,1,6,2,2015
461,2/4/2015,United Kingdom,1,0,0,6,2,2015
462,2/4/2015,Senegal,1,0,1,6,2,2015
463,2/4/2015,Nigeria,19,7,12,6,2,2015
464,2/4/2015,USA,4,1,3,6,2,2015
465,2/5/2015,United Kingdom,1,0,0,6,2,2015
466,2/5/2015,USA,4,1,3,6,2,2015
467,2/5/2015,Mali,7,0,0,6,2,2015
468,2/5/2015,Guinea,2621,1600,1021,6,2,2015
469,2/5/2015,Sierra Leone,8063,2920,5143,6,2,2015
470,2/5/2015,Nigeria,19,7,12,6,2,2015
471,2/5/2015,Liberia,3143,0,0,6,2,2015
472,2/5/2015,Senegal,1,0,1,6,2,2015
473,2/5/2015,Spain,1,0,1,6,2,2015
474,2/6/2015,Nigeria,19,7,12,6,2,2015
475,2/6/2015,Mali,7,0,0,6,2,2015
476,2/6/2015,Spain,1,0,1,6,2,2015
477,2/6/2015,Senegal,1,0,1,6,2,2015
478,2/6/2015,Sierra Leone,8084,2935,5149,6,2,2015
479,2/6/2015,Liberia,3143,0,0,6,2,2015
480,2/6/2015,USA,4,1,3,6,2,2015
481,2/6/2015,United Kingdom,1,0,0,6,2,2015
482,2/6/2015,Guinea,2628,1608,1020,6,2,2015
483,2/10/2015,Guinea,2674,1643,1031,7,2,2015
484,2/10/2015,Spain,1,0,1,7,2,2015
485,2/10/2015,Mali,7,0,0,7,2,2015
486,2/10/2015,USA,4,1,3,7,2,2015
487,2/10/2015,Liberia,3146,3826,-680,7,2,2015
488,2/10/2015,Senegal,1,0,1,7,2,2015
489,2/10/2015,Sierra Leone,8135,2975,5160,7,2,2015
490,2/10/2015,United Kingdom,1,0,0,7,2,2015
491,2/10/2015,Nigeria,19,7,12,7,2,2015
492,2/11/2015,USA,4,1,3,7,2,2015
493,2/11/2015,Nigeria,19,7,12,7,2,2015
494,2/11/2015,Sierra Leone,8135,2975,5160,7,2,2015
495,2/11/2015,Guinea,2674,1643,1031,7,2,2015
496,2/11/2015,Senegal,1,0,1,7,2,2015
