Datetime,Text
2016-03-22 11:45:55+00:00,SOCIETY From Zero Ebola to Zero Maternal Mortality: Can an investment in the referral system make any difference?
2016-03-22 11:44:35+00:00,Ebola: New cases confirmed in Guinea http://www.loladeville.com/2016/03/ebola-new-cases-confirmed-in-guinea.html
2016-03-22 11:44:35+00:00,Ebola: New cases confirmed in Guinea http://fb.me/WxOHDGvw
2016-03-22 11:44:26+00:00,"Ebola: New cases confirmed in Guinea: Three months after Guinea celebrated the end of the Ebola outbreak, two ... http://bit.ly/1U4qTkg"
2016-03-22 11:43:43+00:00,#KenyaMedicalNews West Africa Vulnerable to New Major Ebola Outbreak As Vigilance Fades - AllAfrica... http://bit.ly/1U4qNt0 #AfyaKenya
2016-03-22 11:43:36+00:00,Informe digital de ISGlobal donde se analiza la evolución de la crisis del Ebola y sus consecuencias. http://www.isglobal.org/es/ebola
2016-03-22 11:42:17+00:00,"LiveAfrica Live: 800 in Guinea Ebola quarantine, $25bn Nigeria oil revenue ‘missing’ – BBC News http://www.naijadailywire.com/liveafrica-live-800-in-guinea-ebola-quarantine-25bn-nigeria-oil-revenue-missing-bbc-news/"
2016-03-22 11:42:02+00:00,Milton Daniels Bishop: Guinea Monitoring 816 Ebola Contacts Following Fla... http://miltondaniels.blogspot.com/2016/03/guinea-monitoring-816-ebola-contacts.html?spref=tw
2016-03-22 11:41:12+00:00,Guinea's Ebola coordination unit has traced an estimated 816 people who may have come into contact with victims... http://fb.me/5g9jraXKA
2016-03-22 11:41:08+00:00,"TO hiv, ebola, zika, mers-cov and others: Infect ISIS, al-Qaeda, Talibans, etc... until they stop doing terror"
2016-03-22 11:41:02+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up http://news.nigeriannation.com/?p=634056
2016-03-22 11:40:39+00:00,#NAME?
2016-03-22 11:40:06+00:00,Guinea Pantau 816 Orang Terkontak Ebola http://bit.ly/1U4qcY8
2016-03-22 11:39:56+00:00,I believe that isis exists just as much as ebola did
2016-03-22 11:39:49+00:00,They ran out about Ebola and I am going to Africa...
2016-03-22 11:39:47+00:00,Liberia closes border with #Ebola-hit Guinea http://af.reuters.com/article/topNews/idAFKCN0WO1CW
2016-03-22 11:39:33+00:00,#NAME?
2016-03-22 11:39:28+00:00,#Ebola two years on: the faith leaders fighting the virus &gt; @christian_aid's Jeanne Kamara blogs from #Sierra Leone
2016-03-22 11:38:57+00:00,Guinea Government Confirms Two New Ebola Cases http://www.infowars.com/guinea-government-confirms-two-new-ebola-cases/ via @realalexjones
2016-03-22 11:38:56+00:00,"Ebola Crisis Is Over, But TPS Is Extended for Three Nations Anyway | Immigration Studies http://bit.ly/1ZnIPG9"
2016-03-22 11:37:42+00:00,#Africa: Key Facts About Ebola Epidemic Two Years After It Was First Declared http://allafrica.com/stories/201603220566.html?utm_source=dlvr.it&amp;utm_medium=twitter
2016-03-22 11:36:57+00:00,Ebola: Guinea to Quarantine 816 People in Latest Flare-Up http://ift.tt/22tw9mo
2016-03-22 11:36:57+00:00,Guinea confirms 2 new Ebola cases http://ift.tt/1Mznsdv
2016-03-22 11:36:10+00:00,RT @Quotes I wish people were as concerned about cardiovascular disease as Ebola. - Jay Cohn MD 
2016-03-22 11:35:44+00:00,@SeanPeaty Exactly ebola was only an issue when it was a threat to the Uk/ Europe. Soon as we realised it wasn't we ignored Africa.
2016-03-22 11:35:03+00:00,Afcon Qualifier to Go Ahead Despite Ebola Fears: http://allafrica.com/stories/201603220590.html #Malawi #Guinea
2016-03-22 11:34:44+00:00,Enfermero da positivo por ébola en Italia http://ift.tt/1K4Ov2L
2016-03-22 11:34:38+00:00,Not so long ago that #Ebola was a real and present danger.... not enough to maintain behaviour change long term 
2016-03-22 11:33:29+00:00,"Os acordáis de las cosas cuando está cerca de vuestra casa, si está lejos os importa tres cojones (ébola, por ejemplo)."
2016-03-22 11:33:18+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up http://ln.is/www.channelstv.com/2/PjDSz
2016-03-22 11:33:02+00:00,Mumps is five times as contagious as Ebola #fact
2016-03-22 11:32:47+00:00,Ebola:Watu 800 watengwa Guinea ~ MUUNGWANA BLOG http://fb.me/19qGd9OY0
2016-03-22 11:32:43+00:00,Guinea says monitoring 816 Ebola contacts following flare-up - Guinea's Ebola coordination unit has traced an estim… 
2016-03-22 11:32:01+00:00,Guinea monitoring 816 Ebola contacts following flare-up - http://news-me.com/guinea-monitoring-816-ebola-contacts-following-flare-up/
2016-03-22 11:31:39+00:00,We're one Ebola outbreak away from a president Trump. I'm just thankful he's a secret lib. @9116942O666 @realDonaldTrump
2016-03-22 11:31:37+00:00,"#Guinea: Ebola Flare Up, 816 Quarantined http://dlvr.it/Krv3CM"
2016-03-22 11:30:34+00:00,"Good news!! Ebola fears cleared out of Guniea, Flames match The World Health Organisation (WHO) and... http://fb.me/26eJcBswL"
2016-03-22 11:30:25+00:00,Africa: Key Facts About Ebola Epidemic Two Years After It Was First Declared http://allafrica.com/stories/201603220566.html via @Inoreader
2016-03-22 11:29:45+00:00,Ebola: Guinea to Quarantine 816 People in Latest Flare-Up: Guinea’s health authorities are tracking more than ... http://ln.is/bit.ly/ystQS
2016-03-22 11:29:24+00:00,Notes from today's lesson on structuring answers on the representation of events - Ebola outbreak in the BBC News. 
2016-03-22 11:29:17+00:00,La chronique de Simon Soul [avril-juin 2016] http://www.soulnetworks.org/la-chronique-de-simon-soul-avril-juin-2016.html?utm_source=_ob_share&amp;utm_medium=_ob_twitter&amp;utm_campaign=_ob_share_auto #zika #2016 #épidémie #ebola #chikungunya
2016-03-22 11:28:22+00:00,Guinea says monitoring 816 Ebola contacts following flare-up: Guinea's Ebola coordination unit has traced an e... http://bit.ly/1Rg8qgW
2016-03-22 11:28:20+00:00,Fr @MyKembangSepatu Guinea says monitoring 816 Ebola contacts following flare-up: Guinea's Ebola coordination ... http://bit.ly/1Rg8qgW
2016-03-22 11:28:17+00:00,Guinea says monitoring 816 Ebola contacts following flare-up: Guinea's Ebola coordination unit has traced an e... http://bit.ly/1Rg8qgW
2016-03-22 11:28:16+00:00,Guinea says monitoring 816 Ebola contacts following flare-up http://bit.ly/1Rg8qgW
2016-03-22 11:28:16+00:00,Health : Guinea says monitoring 816 Ebola contacts following flare-up: Guinea's Ebola coordination uni... http://bit.ly/1Rg8qgW #health
2016-03-22 11:28:15+00:00,Guinea says monitoring 816 Ebola contacts following flare-up: Guinea's Ebola coordination unit has traced an e... http://bit.ly/1U4odTD
2016-03-22 11:27:47+00:00,Key Facts About Ebola Epidemic Two Years After It Was First Declared: [Thomson Reuters Foundat... http://bit.ly/1ZnGue4 #africa #guinea
2016-03-22 11:26:55+00:00,Ebola:Watu 800 watengwa Guinea http://bbc.in/22tngcv
2016-03-22 11:26:28+00:00,"New virus deadlier than Ebola, Zika to emerge http://www.wnd.com/2016/03/new-virus-deadlier-than-ebola-zika-to-emerge/?cat_orig=health"
2016-03-22 11:26:05+00:00,Key Facts About Ebola Epidemic Two Years After It Was First Declared: [Thomson Reuters Founda... http://bit.ly/1ZnGue4 #africa #liberia
2016-03-22 11:25:32+00:00,The medical authorities in #Guinea say they have traced hundreds of people who may have come into contact with the Ebola virus
2016-03-22 11:25:08+00:00,.@Charl_Flowers1 sees how @Tearfund partner provided a lifeline for #Ebola-hit community http://ow.ly/ZN9zN
2016-03-22 11:25:04+00:00,Are health workers now prepared to handle another major Ebola outbreak? It could go either way... http://news.trust.org/item/20160321185452-3xj2g/
2016-03-22 11:24:42+00:00,NOUVELLE ALERTE EBOLA Le Malawi veut délocaliser le match contre la Guinée - http://www.rewmi.com/nouvelle-alerte-ebola-le-malawi-veut-delocaliser-le-match-contre-la-guinee.html
2016-03-22 11:24:36+00:00,Ebola : des cas suspects à Macenta et Télimélé: Le risque de la propagation du virus Ebola reste inqui... http://bit.ly/1Vz7R57 #kebetu
2016-03-22 11:24:31+00:00,#senegal Ebola : des cas suspects à Macenta et Télimélé: Le risque de la propagation du virus... http://bit.ly/1Vz7R57 #kebetu#sunu2012
2016-03-22 11:24:30+00:00,#senegal Ebola : des cas suspects à Macenta et Télimélé: Le risque de la propagation du virus Ebola re... http://bit.ly/1Vz7R57 #kebetu
2016-03-22 11:24:26+00:00,#senegal Ebola : des cas suspects à Macenta et Télimélé: Le risque de la propagation du vir... http://bit.ly/1Vz7R57 #sunu2012#samabaat
2016-03-22 11:23:34+00:00,"R. James: ""Guinea has now 9 laboratories for diagnosis of emerging infectious diseases when before Ebola, here was only one weak laboratory"""
2016-03-22 11:23:13+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up: Guinea’s Ebola coordination unit has traced an… http://dlvr.it/Krtqbn #Skibabs360
2016-03-22 11:23:12+00:00,#QuickUpdate Guinea Monitoring 816 Ebola Contacts Following Flare-Up http://dlvr.it/KrtqXN #Instantgist #InstantGist
2016-03-22 11:23:10+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up http://dlvr.it/KrtqMd
2016-03-22 11:23:08+00:00,Over 800 people quarantined in Guinea over Ebola http://dlvr.it/Krtq64
2016-03-22 11:23:04+00:00,Liberia closes border with #Ebola-hit Guinea: government http://dlvr.it/KrtpwR
2016-03-22 11:22:19+00:00,#Ebola: Guinea to quarantine 816 people in latest flare-up. http://nwk.ee/A1qIi
2016-03-22 11:22:16+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades @KieranG77 http://news.trust.org/item/20160321185452-3xj2g/
2016-03-22 11:22:04+00:00,Ebola:Watu 800 Watengwa Guinea http://fb.me/41vVbaPpT
2016-03-22 11:21:27+00:00,#pharma24 West Africa Vulnerable to New Major Ebola Outbreak As Vigilance Fades - http://AllAfrica.com http://bit.ly/1Rg7hGn
2016-03-22 11:20:58+00:00,@alyciasjawIine @_halsivan j'avoue que ça c ebola ptb
2016-03-22 11:20:11+00:00,Ebola:Watu 800 watengwa Guinea: Mamlaka nchini Guinea imesema kuwa imewachunguza mamia ya watu ambao huenda wa... http://bit.ly/22BQ7rC
2016-03-22 11:19:32+00:00,Ebola:Watu 800 Watengwa Guinea http://ift.tt/25idWam
2016-03-22 11:19:28+00:00,#NAME?
2016-03-22 11:19:21+00:00,"@artpop11jaime lo mismo con el ébola, arrasa todo el año con muchas víctimas y naadie dice nada, pero llega a europa y TODOS se revolucionan"
2016-03-22 11:19:03+00:00,Ebola: Guinea to Quarantine 816 People in Latest Flare-Up - Newsweek http://goo.gl/9ez6PN
2016-03-22 11:18:16+00:00,Liberia closes border with #Ebola-hit Guinea @ReutersAfrica
2016-03-22 11:16:26+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up http://www.nigeriannation.news/?p=381076
2016-03-22 11:16:16+00:00,#THEKOKOOFTODAYTORI GOVT. FOR GUINEA DON DEY CHOOK EYE FOR 800 PIPU BODI ON TOP EBOLA MATA
2016-03-22 11:16:03+00:00,New post (Guinea Monitoring 816 Ebola Contacts Following Flare-Up) has been published on StuntFM 97.3 http://fb.me/yjP4Ap4U
2016-03-22 11:15:51+00:00,"As Ebola wanes, a spike in infectious diseases sweeps through Liberia. https://apple.news/A-PDJbiIENJOFP8pqx2EjBQ"
2016-03-22 11:15:44+00:00,"R. James, from MoH Guinea: ""Before Ebola there were weak response capacities, no preparedness plan for emerging infectious diseases"" #IHR"
2016-03-22 11:15:37+00:00," Ebola meu amigo, vai pra Alemanha ou noutros paises desenvolvidos, porque aqui em África você vai morrer de calor e poeira. "
2016-03-22 11:15:14+00:00,#Ebola: Guinea to quarantine 816 people in latest flare-up. http://nwk.ee/A1qIi
2016-03-22 11:13:20+00:00,#Alert #Guinea #Liberia Chiusi i confini per precauzione contro nuovi casi di Ebola che hanno causato la morte di almeno quattro persone
2016-03-22 11:12:27+00:00,"Guinea, Liberia: Liberia has closed its border with Guinea as a precaution against Ebola after at least 4 deaths from the virus in Guinea"
2016-03-22 11:12:09+00:00,#NAME?
2016-03-22 11:11:21+00:00,"Malawi, Guinea AFCON qualifier to go ahead as planned despite Ebola fears http://www.rightrelevance.com/search/articles/hero?article=5d1650047436bff4cf6be940b6dfef0d0c473578&amp;query=malawi&amp;taccount=malawirr"
2016-03-22 11:11:15+00:00,#Ebola exposure in #Guinea https://twitter.com/MarkC_Anderson/status/712212952473018369
2016-03-22 11:10:42+00:00,Ebola outbreak: Guinea confirms two new cases http://www.bbc.co.uk/news/world-africa-35840782
2016-03-22 11:10:23+00:00,Esta ha sido la respuesta de #ISGlobal a lo largo de la epidemia del #ébola http://ow.ly/ZLwKu
2016-03-22 11:09:26+00:00,Over 800 people quarantined in Guinea over Ebola http://candogh.com/2016/03/22/over-800-people-quarantined-in-guinea-over-ebola/
2016-03-22 11:07:29+00:00,EBOLA OUTBREAK
2016-03-22 11:06:03+00:00,"Guinea: Ebola flare up, 816 quarantined http://www.newswits.com/2016/03/22/guinea-ebola-flare-up-816-quarantined-elkgimef.html #guinea #ebola"
2016-03-22 11:05:36+00:00,Ebola: Guinea to Quarantine 816 People in Latest Flare-Up - Newsweek http://goo.gl/fb/gztbAx
2016-03-22 11:05:33+00:00,Reserves in NCAA tourn games react to every made shot like they've just been spared from Ebola. #diduseemeonsportscenter #dudethatwasalayup
2016-03-22 11:04:48+00:00,Le bon dieu il va me punir de faire semblant d'être malade il va me jeter un ptit sortilege pour que j'ai ebola d'ici quelques jours
2016-03-22 11:04:24+00:00,Retweeted Channels Television (@channelstv): Guinea Monitoring 816 Ebola Contacts Following Flare-Up -... http://fb.me/9e7hvU2K1
2016-03-22 11:04:24+00:00,Guinea monitoring 816 Ebola contacts following flare-up https://today.ng/p/omnag via todayng https://twitter.com/NigeriaNewsdesk/status/712232907419418624/photo/1
2016-03-22 11:03:44+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up - http://bit.ly/21F1LQi
2016-03-22 11:03:20+00:00,"solo nos preocupamos por el ébola cuando pisa España y por el terrorismo cuando entra en Europa porque son cosas de pobres, no?"
2016-03-22 11:02:17+00:00,MONROVIA (Reuters) - Liberia closed its border with Guinea on Tuesday as a precaution against Ebola following at l… http://ift.tt/xePdMM
2016-03-22 11:01:21+00:00,"#dato Una vacuna experimental contra el ébola protege eficazmente a los monos de esta enfermedad a menudo mortal, según reciente estudio."
2016-03-22 11:01:02+00:00,#MardiActu : Le virus #Ebola réapparaît en Guinée : http://ow.ly/ZMyFl via @lemondefr #sante
2016-03-22 11:00:58+00:00,"Prof David Heymann highlights the role of & burden on healthcare workers with emerging infections, inc Ebola &amp; SARS #PHEEpiConf16"
2016-03-22 11:00:43+00:00,#NAME?
2016-03-22 11:00:19+00:00,Audit of USAID Food For Peace Response to #Ebola Crisis in #WestAfrica found programs were on average 3 months late http://go.usa.gov/c7pmJ
2016-03-22 10:57:02+00:00,MONROVIA (Reuters) - Liberia closed its border with Guinea on Tuesday as a precaution against Ebola following at least four deaths fr...
2016-03-22 10:56:46+00:00,"LiveAfrica Live: 800 in Guinea Ebola quarantine, al-Qaeda 'behind Mali attack': Al-Qaeda's north African branc... http://pwzn.a.boysofts.com/OQA"
2016-03-22 10:54:57+00:00,Monrovia post Ebola: The quest for clean water and youth employment http://www.ilo.org/global/about-the-ilo/newsroom/features/WCMS_460487/lang--en/index.htm?shared_from=shr-tls via @ILO
2016-03-22 10:54:56+00:00,uwielbiam ja>>>> a nasze rozmowy to ebola 
2016-03-22 10:54:42+00:00,Welcome to Julia Blaise Blog : 'More than 800 Quarantined in Guinea' over Ebola http://fb.me/4SBh0bEIx
2016-03-22 10:54:36+00:00,"Ebola fears cleared out of Guniea, Flame match http://malawi24.com/2016/03/22/ebola-fears-cleared-guniea-flame-match/"
2016-03-22 10:54:25+00:00,On jour on vas tous choper ebola avec ce qu'il nous servent à la cantine
2016-03-22 10:54:00+00:00,"Ebola Crisis Is Over, But TPS Is Extended for Three Nations Anyway: The Department of Homeland Security, which... http://wxhm.a.boysofts.com/1Olw"
2016-03-22 10:53:59+00:00,"LiveAfrica Live: 800 in Guinea Ebola quarantine, al-Qaeda 'behind Mali attack': More than 800 Guineans in quar... http://wxhm.a.boysofts.com/1Olv"
2016-03-22 10:52:59+00:00,Liberia closes border with #Ebola-hit Guinea: government
2016-03-22 10:52:53+00:00,Nous en Afrique si c'est pas Ebola ou Grippe aviaire ce sont les terroristes .Laissez l'Afrique en paix 
2016-03-22 10:52:28+00:00,#Liberia closes border with #Ebola-hit #Guinea http://reut.rs/1RhwbTJ via @Reuters
2016-03-22 10:52:15+00:00,'More than 800 people in Guinea in quarantine' over Ebola http://bbc.in/1Rhn3OM
2016-03-22 10:49:27+00:00,Pierre Lucas du @WFP_FR : certains opérateurs refusaient de travailler en zone Ebola
2016-03-22 10:48:19+00:00,"LiveAfrica Live: $25bn Nigeria oil revenue 'missing', 800 in Guinea Ebola quarantine http://ift.tt/1UBl6m3"
2016-03-22 10:47:01+00:00,"Our analysis of the #Ebola crisis, two years after the outbreak was officially declared "
2016-03-22 10:46:12+00:00,Guinea monitoring 816 Ebola contacts following flare-up http://dlvr.it/Krt33W
2016-03-22 10:45:07+00:00,Guinea monitoring 816 Ebola contacts following flare-up http://ow.ly/ZNk2G
2016-03-22 10:44:34+00:00,Guinea monitoring 816 Ebola contacts following flare-up: Guinea’s Ebola coordination unit has traced an estima... http://bit.ly/22BKRo3
2016-03-22 10:44:31+00:00,Guinea monitoring 816 Ebola contacts following flare-up: Guinea’s Ebola coordination unit has traced an estima... http://bit.ly/22BKRo3
2016-03-22 10:44:24+00:00,"'¿Recuerdas el Ébola? Ahora lo es Estado Islámico, el control de las masas siempre se basa en el pánico'"
2016-03-22 10:43:02+00:00,Guinea races to contain new Ebola outbreak http://ebx.sh/1UAUxh4
2016-03-22 10:40:39+00:00,"me quedé dormida, le pedí a mi vieja que me llevara a la facu y me dijo ""quedate en casa que parece que tenes ebola, estas hecha mierda"""
2016-03-22 10:40:25+00:00,#Guinea monitoring 816 #Ebola contacts following flare-up http://www.reuters.com/article/us-health-ebola-guinea-iduskcn0wn2d7?utm_campaign=trueAnthem:+Trending+Content&amp;utm_content=56f0a85704d3010dc76fa59a&amp;utm_medium=trueAnthem&amp;utm_source=twitter #WestAfrica #globalhealth
2016-03-22 10:40:15+00:00,Guinea monitoring 816 Ebola contacts following flare-up http://dlvr.it/Krsy60
2016-03-22 10:40:14+00:00,RT @Quotes I wish people were as concerned about cardiovascular disease as Ebola. - Jay Cohn MD 
2016-03-22 10:40:13+00:00,Guinea monitoring 816 Ebola contacts following flare-up http://dlvr.it/Krsy3C #AFRICA @TodayNGR
2016-03-22 10:39:16+00:00,Female genital mutilation was banned in Sierra Leone during the #Ebola crisis. But it's back http://bit.ly/1UJM361
2016-03-22 10:37:10+00:00,Prof David Heymann discussing lessons learnt and not learnt from #Ebola and other emerging infections at #PHEEpiConf16
2016-03-22 10:35:46+00:00,#KenyaMedicalNews West Africa vulnerable to new major Ebola outbreak as vigilance fades - CNBCAfric... http://bit.ly/22BJtBE #AfyaKenya
2016-03-22 10:35:17+00:00,"Ejemplo clarisimo tambien cuando el Ebola, una infectada en Madrid y no hablaban de otra cosa, ahora que solo mata en Africa nadie dice nada"
2016-03-22 10:35:01+00:00,#NAME?
2016-03-22 10:34:24+00:00,@HilaryBurrage Female genital mutilation was banned in Sierra Leone during the Ebola crisis. But it's back http://bit.ly/1UJM361
2016-03-22 10:33:42+00:00,Medical authorities in Guinea have said hundreds of people may have come into contact with the Ebola virus after fresh outbreak
2016-03-22 10:32:12+00:00,Fond memories of #Brussels airport as it was my route to West Africa during #Ebola. Belgium kept its doors open to help. Words fail.
2016-03-22 10:32:06+00:00,Guinea Monitoring 816 Ebola Contacts Following Flare-Up - http://peoplemonthlyonline.ng/5205-2/
2016-03-22 10:31:44+00:00,A look at how Ebola changed cultural traditions: http://bit.ly/1RwK27Q let's hope we can change attitudes to girls' #education too
2016-03-22 10:31:40+00:00,乳首を舐めたい
2016-03-22 10:31:19+00:00,#NAME?
2016-03-22 10:30:44+00:00,Ebola:Watu 800 watengwa Guinea http://www.tanzanianation.com/feed-items/ebolawatu-800-watengwa-guinea/
2016-03-22 10:30:20+00:00,More than 800 people in #Guinea in quarantine over #Ebola flare up http://www.bbc.com/news/live/world-africa-35783318
2016-03-22 10:28:41+00:00,"Como pasó con la carne, la gripe A, el ébola y demás"
2016-03-22 10:28:18+00:00,#NAME?
2016-03-22 10:28:10+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades http://dlvr.it/Krsk13
2016-03-22 10:28:08+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades: The three West African nations ravaged by… http://naija247news.com/2016/03/west-africa-vulnerable-to-new-major-ebola-outbreak-as-vigilance-fades/?UA-19102240-12=
2016-03-22 10:26:52+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades - http://CNBCAfrica.com http://goo.gl/gvXLoY
2016-03-22 10:26:40+00:00,#NAME?
2016-03-22 10:26:34+00:00,"New virus deadlier than Ebola, Zika to emerge | TheGuardian http://ln.is/jimidisu.com/IHdop"
2016-03-22 10:24:29+00:00,"Riiight. What person would take their METH to the SHERIFF to be screened for Ebola? So funny, can't wait to see... http://fb.me/776Qk4DEm"
2016-03-22 10:23:41+00:00,"Guinea: Ebola flare up, 816 quarantined http://ift.tt/1U4ae0h"
2016-03-22 10:21:29+00:00,"A l'heure actuelle, ce qui me dérange en Guinée, c'est entendre parler de manifs politiques, menace terroriste, retour d'Ebola bref"
2016-03-22 10:21:08+00:00,Ebola fait son retour en Guinée - A la une - Destination Santé | @scoopit http://sco.lt/8te7ZR
2016-03-22 10:20:17+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades http://goo.gl/fb/4vBvJy
2016-03-22 10:20:03+00:00,Female genital mutilation was banned in Sierra Leone during the Ebola crisis. But it's back http://bit.ly/1UJM361
2016-03-22 10:19:24+00:00,"Ebola Crisis Is Over, But TPS Is Extended for Three Nations Anyway: The Department of Homeland Security, which... http://bit.ly/1VyUx0u"
2016-03-22 10:19:24+00:00,"LiveAfrica Live: 800 in Guinea Ebola quarantine, al-Qaeda 'behind Mali attack': More than 800 Guineans in quar... http://bit.ly/1ZnuiKB"
2016-03-22 10:19:24+00:00,"Guinea races to contain new Ebola outbreak: Guinea held a ""Bye bye, Au Revoir Ebola"" concert on December 30 af... http://bit.ly/1Znuh9v"
2016-03-22 10:19:16+00:00,[EBOLA &amp; PUBLIC HEALTH SAFETY] GUINEA HAS REGISTERED NEW CASES AND HAS QUARANTINED 816 PEOPLE INCLUDING... http://fb.me/3Q1LTn8nw
2016-03-22 10:18:23+00:00,"Do we Have DJ Ebola, or Boko Haram or Zika yet, am looking for names"
2016-03-22 10:17:11+00:00,Female genital mutilatio banned in Sierra Leone during the Ebola crisis. But it's back http://bit.ly/1UJM361
2016-03-22 10:16:50+00:00,@ebola_mpo_suro @PouriDemy @chris233_gh @eWuRaDwOa_lee @ShyXtrov3rt @flescherman @kwamezamani #beardgangh GlowTop
2016-03-22 10:15:07+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades http://ow.ly/ZNhdq
2016-03-22 10:15:00+00:00,#NAME?
2016-03-22 10:14:30+00:00,Why does the CDC own a patent on Ebola 'invention?' - NaturalNews http://www.naturalnews.com/046290_Ebola_patent_vaccines_profit_motive.html
2016-03-22 10:13:22+00:00,Ebola : des cas suspects à Macenta et Télimélé http://ln.is/guinee28.info/DPJMt
2016-03-22 10:13:07+00:00,Guinée - Ebola : Y’aurait-il eu un cas suspect à l’hôpital Donka ? http://fb.me/5le3B1L5O
2016-03-22 10:12:52+00:00,West Africa could be ravaged by Ebola again as vigilance fades. @Reuters_Health @JMSCHKU https://reportinghealth2016.slack.com/archives/group-a/p1458639854000037
2016-03-22 10:12:38+00:00,"Guinée - Ebola : Macenta, nouveau foyer de la maladie http://fb.me/80uwGUrNq"
2016-03-22 10:12:25+00:00,816 people quarantined in Guinea to be monitored for Ebola after contact with victims of the disease 
2016-03-22 10:12:07+00:00,Traditional healers can play a critical role in post Ebola recovery http://www.ifrc.org/en/news-and-media/news-stories/africa/liberia/traditional-healers-can-play-a-critical-role-in-post-ebola-recovery-72033/ via @Inoreader
2016-03-22 10:12:02+00:00,Hasta 9 meses puede permanecer el virus del ébola en el semen http://www.grandesmedios.com/hasta-9-meses-puede-permanecer-el-virus-del-ebola-en-el-semen/ - #Salud
2016-03-22 10:11:48+00:00,"LiveAfrica Live: 800 in Guinea Ebola quarantine, al-Qaeda 'behind Mali attack' http://sh.st/T3tSR"
2016-03-22 10:10:13+00:00,"Today, two years ago, Guinea declared the outbreak of #Ebola. Interactive report: http://www.isglobal.org/en/ebola"
2016-03-22 10:10:07+00:00,#Guinea Races To Contain New Ebola Outbreak http://dlvr.it/KrsGvK
2016-03-22 10:09:46+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades http://af.reuters.com/article/topNews/idAFKCN0WO0GM?sp=true
2016-03-22 10:09:31+00:00,#NAME?
2016-03-22 10:08:28+00:00,Ebola : des cas suspects à Macenta et Télimélé http://guinee28.info/ebola-cas-suspects-a-macenta-telimele/
2016-03-22 10:08:25+00:00,"Le risque de la propagation du virus Ebola reste inquiétant en Guinée, après le retour de la fièvre en février... http://fb.me/32DfMIBq8"
2016-03-22 10:08:13+00:00,"Ebola flare up in Guinea, 816 quarantined http://thenewsnigeria.com.ng/2016/03/ebola-flare-up-in-guinea-816-quarantined/"
2016-03-22 10:08:07+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades http://naija247news.com/2016/03/west-africa-vulnerable-to-new-major-ebola-outbreak-as-vigilance-fades/
2016-03-22 10:07:50+00:00,@mimikatlego 7. Ebola
2016-03-22 10:07:49+00:00,#Guinea says 816 people may have been in contact with #Ebola-infected victims or corpses in recent flare-up http://buff.ly/1U47dNe
2016-03-22 10:07:44+00:00,"LiveAfrica Live: $25bn Nigeria oil revenue 'missing', 800 in Guinea Ebola quarantine - BBC News http://dlvr.it/KrsDKN"
2016-03-22 10:07:42+00:00,"LiveAfrica Live: $25bn Nigeria oil revenue 'missing', 800 in Guinea Ebola quarantine - BBC News http://dlvr.it/KrsDJW"
2016-03-22 10:05:50+00:00,Female genital mutilation was banned in #Sierra Leone during the Ebola crisis. But it's back http://bit.ly/1UJM361
2016-03-22 10:04:36+00:00,West Africa vulnerable to new major Ebola outbreak as vigilance fades - http://CNBCAfrica.com http://goo.gl/fb/DLPImN
2016-03-22 10:02:46+00:00,Here is the WHO #Ebola situation report. http://goo.gl/x3twQs
2016-03-22 10:02:31+00:00,Here is the WHO #Ebola situation report. http://goo.gl/x3twQs
2016-03-22 10:02:30+00:00,Here is the WHO #Ebola situation report. http://goo.gl/x3twQs
2016-03-22 10:02:18+00:00,WHO 2016 #Ebola situation report: http://goo.gl/OO6NfU #EbolaResponse
2016-03-22 10:02:16+00:00,Here is the WHO #Ebola situation report. http://goo.gl/x3twQs
2016-03-22 10:01:48+00:00,Ebola Chrono du 21 Mars 2016: http://youtu.be/cxoMhJar9Ng?a via @YouTube
2016-03-22 10:01:36+00:00,Olvídate de zika y ébola; un virus puede activar todas las alarmas del mundo. http://bit.ly/22s9V4b
2016-03-22 10:01:02+00:00,#NAME?
2016-03-22 10:00:08+00:00,#Ebola 2 years on: the faith leaders fighting in #SierraLeone @christian_aid blog on @medium https://medium.com/@caglobal/ebola-two-years-on-the-faith-leaders-fighting-the-virus-in-sierra-leone-f452b8713f39#.xbu2p8m5m
2016-03-22 10:00:02+00:00,Reveal your disgust with funny #EBOLA t-shirt. http://amzn.to/1wCfol0
2016-03-22 10:00:02+00:00,"Kasus Baru Ebola di Guinea, 816 Orang Dikarantina - http://bit.ly/1Uh7I79 #health #sehat"
