virus_type,date,country,cases,deaths,recovered,week_number,month,year
Ebola,2015-03-06,Guinea,11.0,6.0,5.0,10,3,2015
Ebola,2015-03-10,Guinea,37.0,23.0,14.0,11,3,2015
Ebola,2015-03-11,Guinea,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-12,Guinea,45.0,17.0,28.0,11,3,2015
Ebola,2015-03-16,Guinea,42.0,24.0,18.0,12,3,2015
Ebola,2015-03-17,Guinea,16.0,8.0,8.0,12,3,2015
Ebola,2015-03-18,Guinea,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-24,Guinea,9.0,2.0,7.0,13,3,2015
Ebola,2015-03-25,Guinea,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-26,Guinea,30.0,10.0,20.0,13,3,2015
Ebola,2015-03-27,Guinea,7.0,3.0,4.0,13,3,2015
Ebola,2015-04-13,Guinea,26.0,7.0,19.0,16,4,2015
Ebola,2015-04-14,Guinea,7.0,4.0,3.0,16,4,2015
Ebola,2015-04-15,Guinea,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-16,Guinea,17.0,2.0,15.0,16,4,2015
Ebola,2015-04-22,Guinea,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-24,Guinea,8.0,3.0,5.0,17,4,2015
Ebola,2015-04-27,Guinea,9.0,9.0,0.0,18,4,2015
Ebola,2015-05-01,Guinea,2.0,2.0,0.0,18,5,2015
Ebola,2015-05-06,Guinea,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-07,Guinea,1.0,1.0,0.0,19,5,2015
Ebola,2015-05-08,Guinea,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-11,Guinea,7.0,4.0,3.0,20,5,2015
Ebola,2015-05-14,Guinea,16.0,3.0,13.0,20,5,2015
Ebola,2015-05-15,Guinea,4.0,2.0,2.0,20,5,2015
Ebola,2015-05-18,Guinea,7.0,4.0,3.0,21,5,2015
Ebola,2015-05-19,Guinea,9.0,2.0,7.0,21,5,2015
Ebola,2015-05-20,Guinea,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-21,Guinea,2.0,2.0,0.0,21,5,2015
Ebola,2015-05-27,Guinea,0.0,0.0,0.0,22,5,2015
Ebola,2015-06-01,Guinea,8.0,3.0,5.0,23,6,2015
Ebola,2015-06-03,Guinea,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-04,Guinea,5.0,2.0,3.0,23,6,2015
Ebola,2015-06-05,Guinea,7.0,0.0,7.0,23,6,2015
Ebola,2015-06-08,Guinea,5.0,4.0,1.0,24,6,2015
Ebola,2015-06-10,Guinea,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-11,Guinea,4.0,3.0,1.0,24,6,2015
Ebola,2015-06-12,Guinea,3.0,0.0,3.0,24,6,2015
Ebola,2015-06-16,Guinea,1.0,1.0,0.0,25,6,2015
Ebola,2015-06-17,Guinea,6.0,0.0,6.0,25,6,2015
Ebola,2015-06-18,Guinea,6.0,1.0,5.0,25,6,2015
Ebola,2015-06-19,Guinea,6.0,1.0,5.0,25,6,2015
Ebola,2015-06-23,Guinea,20.0,17.0,3.0,26,6,2015
Ebola,2015-06-24,Guinea,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-26,Guinea,2.0,0.0,2.0,26,6,2015
Ebola,2015-06-29,Guinea,4.0,2.0,2.0,27,6,2015
Ebola,2015-06-30,Guinea,5.0,0.0,5.0,27,6,2015
Ebola,2015-07-01,Guinea,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-02,Guinea,15.0,8.0,7.0,27,7,2015
Ebola,2015-07-07,Guinea,4.0,1.0,3.0,28,7,2015
Ebola,2015-07-08,Guinea,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-10,Guinea,3.0,0.0,3.0,28,7,2015
Ebola,2015-07-13,Guinea,3.0,1.0,2.0,29,7,2015
Ebola,2015-07-14,Guinea,6.0,0.0,6.0,29,7,2015
Ebola,2015-07-15,Guinea,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-16,Guinea,2.0,0.0,2.0,29,7,2015
Ebola,2015-07-17,Guinea,8.0,3.0,5.0,29,7,2015
Ebola,2015-07-20,Guinea,14.0,2.0,12.0,30,7,2015
Ebola,2015-07-22,Guinea,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-23,Guinea,4.0,4.0,0.0,30,7,2015
Ebola,2015-07-29,Guinea,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-31,Guinea,0.0,0.0,0.0,31,7,2015
Ebola,2015-08-04,Guinea,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-05,Guinea,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-06,Guinea,4.0,2.0,2.0,32,8,2015
Ebola,2015-08-07,Guinea,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-10,Guinea,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-11,Guinea,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-12,Guinea,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-13,Guinea,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-14,Guinea,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-17,Guinea,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-18,Guinea,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-19,Guinea,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-21,Guinea,3.0,0.0,3.0,34,8,2015
Ebola,2015-08-25,Guinea,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-26,Guinea,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-27,Guinea,2.0,1.0,1.0,35,8,2015
Ebola,2015-08-28,Guinea,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-31,Guinea,0.0,0.0,0.0,36,8,2015
Ebola,2015-09-02,Guinea,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-03,Guinea,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-04,Guinea,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-08,Guinea,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-09,Guinea,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-10,Guinea,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-11,Guinea,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-14,Guinea,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-15,Guinea,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-16,Guinea,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-17,Guinea,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-22,Guinea,3.0,0.0,3.0,39,9,2015
Ebola,2015-09-23,Guinea,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-24,Guinea,1.0,1.0,0.0,39,9,2015
Ebola,2015-09-25,Guinea,2.0,0.0,2.0,39,9,2015
Ebola,2015-09-28,Guinea,2.0,0.0,2.0,40,9,2015
Ebola,2015-09-29,Guinea,0.0,0.0,0.0,40,9,2015
Ebola,2015-09-30,Guinea,0.0,0.0,0.0,40,9,2015
Ebola,2015-10-01,Guinea,3.0,0.0,3.0,40,10,2015
Ebola,2015-10-02,Guinea,0.0,0.0,0.0,40,10,2015
Ebola,2015-10-06,Guinea,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-07,Guinea,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-08,Guinea,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-09,Guinea,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-13,Guinea,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-15,Guinea,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-20,Guinea,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-22,Guinea,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-23,Guinea,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-26,Guinea,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-27,Guinea,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-30,Guinea,0.0,0.0,0.0,44,10,2015
Ebola,2015-11-03,Guinea,2.0,0.0,2.0,45,11,2015
Ebola,2015-11-05,Guinea,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-06,Guinea,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-10,Guinea,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-11,Guinea,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-12,Guinea,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-16,Guinea,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-17,Guinea,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-20,Guinea,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-24,Guinea,0.0,0.0,0.0,48,11,2015
Ebola,2015-11-26,Guinea,0.0,0.0,0.0,48,11,2015
Ebola,2015-12-01,Guinea,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-02,Guinea,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-03,Guinea,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-09,Guinea,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-10,Guinea,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-11,Guinea,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-15,Guinea,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-16,Guinea,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-17,Guinea,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-22,Guinea,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-23,Guinea,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-29,Guinea,0.0,0.0,0.0,53,12,2015
Ebola,2016-03-23,Guinea,0.0,0.0,0.0,12,3,2016
Ebola,2015-05-14,Italy,1.0,0.0,1.0,20,5,2015
Ebola,2015-05-15,Italy,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-18,Italy,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-19,Italy,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-20,Italy,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-21,Italy,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-22,Italy,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-25,Italy,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-26,Italy,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-27,Italy,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-28,Italy,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-29,Italy,0.0,0.0,0.0,22,5,2015
Ebola,2015-06-01,Italy,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-02,Italy,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-03,Italy,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-04,Italy,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-05,Italy,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-08,Italy,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-09,Italy,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-10,Italy,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-11,Italy,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-12,Italy,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-15,Italy,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-16,Italy,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-17,Italy,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-18,Italy,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-19,Italy,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-22,Italy,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-23,Italy,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-24,Italy,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-25,Italy,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-26,Italy,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-29,Italy,0.0,0.0,0.0,27,6,2015
Ebola,2015-06-30,Italy,0.0,0.0,0.0,27,6,2015
Ebola,2015-07-01,Italy,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-02,Italy,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-03,Italy,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-06,Italy,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-07,Italy,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-08,Italy,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-09,Italy,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-10,Italy,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-13,Italy,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-14,Italy,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-15,Italy,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-16,Italy,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-17,Italy,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-20,Italy,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-21,Italy,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-22,Italy,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-23,Italy,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-24,Italy,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-27,Italy,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-28,Italy,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-29,Italy,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-30,Italy,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-31,Italy,0.0,0.0,0.0,31,7,2015
Ebola,2015-08-03,Italy,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-04,Italy,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-05,Italy,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-06,Italy,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-07,Italy,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-10,Italy,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-11,Italy,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-12,Italy,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-13,Italy,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-14,Italy,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-17,Italy,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-18,Italy,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-19,Italy,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-20,Italy,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-21,Italy,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-24,Italy,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-25,Italy,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-26,Italy,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-27,Italy,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-28,Italy,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-31,Italy,0.0,0.0,0.0,36,8,2015
Ebola,2015-09-01,Italy,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-02,Italy,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-03,Italy,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-04,Italy,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-07,Italy,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-08,Italy,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-09,Italy,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-10,Italy,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-11,Italy,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-14,Italy,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-15,Italy,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-16,Italy,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-17,Italy,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-18,Italy,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-21,Italy,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-22,Italy,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-23,Italy,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-24,Italy,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-25,Italy,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-28,Italy,0.0,0.0,0.0,40,9,2015
Ebola,2015-09-29,Italy,0.0,0.0,0.0,40,9,2015
Ebola,2015-09-30,Italy,0.0,0.0,0.0,40,9,2015
Ebola,2015-10-01,Italy,0.0,0.0,0.0,40,10,2015
Ebola,2015-10-02,Italy,0.0,0.0,0.0,40,10,2015
Ebola,2015-10-05,Italy,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-06,Italy,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-07,Italy,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-08,Italy,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-09,Italy,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-13,Italy,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-15,Italy,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-16,Italy,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-20,Italy,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-22,Italy,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-23,Italy,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-26,Italy,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-27,Italy,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-29,Italy,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-30,Italy,0.0,0.0,0.0,44,10,2015
Ebola,2015-11-03,Italy,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-05,Italy,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-06,Italy,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-10,Italy,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-11,Italy,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-12,Italy,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-16,Italy,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-17,Italy,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-20,Italy,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-24,Italy,0.0,0.0,0.0,48,11,2015
Ebola,2015-11-26,Italy,0.0,0.0,0.0,48,11,2015
Ebola,2015-12-01,Italy,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-02,Italy,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-03,Italy,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-09,Italy,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-10,Italy,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-11,Italy,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-15,Italy,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-16,Italy,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-17,Italy,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-22,Italy,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-23,Italy,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-29,Italy,0.0,0.0,0.0,53,12,2015
Ebola,2016-03-23,Italy,0.0,0.0,0.0,12,3,2016
Ebola,2014-08-29,Liberia,1378.0,694.0,684.0,35,8,2014
Ebola,2014-09-05,Liberia,493.0,395.0,98.0,36,9,2014
Ebola,2014-09-08,Liberia,175.0,135.0,40.0,37,9,2014
Ebola,2014-09-16,Liberia,326.0,36.0,290.0,38,9,2014
Ebola,2014-09-18,Liberia,303.0,163.0,140.0,38,9,2014
Ebola,2014-09-22,Liberia,312.0,119.0,193.0,39,9,2014
Ebola,2014-09-24,Liberia,258.0,99.0,159.0,39,9,2014
Ebola,2014-09-26,Liberia,178.0,153.0,25.0,39,9,2014
Ebola,2014-10-01,Liberia,238.0,168.0,70.0,40,10,2014
Ebola,2014-10-03,Liberia,138.0,71.0,67.0,40,10,2014
Ebola,2014-10-10,Liberia,152.0,106.0,46.0,41,10,2014
Ebola,2014-10-15,Liberia,173.0,142.0,31.0,42,10,2014
Ebola,2014-10-22,Liberia,403.0,221.0,182.0,43,10,2014
Ebola,2014-10-25,Liberia,0.0,0.0,0.0,43,10,2014
Ebola,2014-10-29,Liberia,1870.0,15.0,1855.0,44,10,2014
Ebola,2014-11-07,Liberia,84.0,16.0,68.0,45,11,2014
Ebola,2014-11-12,Liberia,203.0,70.0,133.0,46,11,2014
Ebola,2014-11-19,Liberia,191.0,64.0,127.0,47,11,2014
Ebola,2014-11-26,Liberia,86.0,26.0,60.0,48,11,2014
Ebola,2014-12-01,Liberia,467.0,129.0,338.0,49,12,2014
Ebola,2014-12-03,Liberia,0.0,0.0,0.0,49,12,2014
Ebola,2014-12-10,Liberia,84.0,32.0,52.0,50,12,2014
Ebola,2014-12-17,Liberia,0.0,0.0,0.0,51,12,2014
Ebola,2014-12-23,Liberia,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-24,Liberia,32.0,8.0,24.0,52,12,2014
Ebola,2014-12-26,Liberia,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-29,Liberia,115.0,29.0,86.0,1,12,2014
Ebola,2014-12-30,Liberia,0.0,0.0,0.0,1,12,2014
Ebola,2014-12-31,Liberia,41.0,10.0,31.0,1,12,2014
Ebola,2015-01-02,Liberia,0.0,0.0,0.0,1,1,2015
Ebola,2015-01-05,Liberia,97.0,48.0,49.0,2,1,2015
Ebola,2015-01-06,Liberia,42.0,25.0,17.0,2,1,2015
Ebola,2015-01-07,Liberia,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-08,Liberia,9.0,0.0,9.0,2,1,2015
Ebola,2015-01-09,Liberia,97.0,19.0,78.0,2,1,2015
Ebola,2015-01-12,Liberia,15.0,0.0,15.0,3,1,2015
Ebola,2015-01-13,Liberia,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-14,Liberia,53.0,23.0,30.0,3,1,2015
Ebola,2015-01-15,Liberia,31.0,18.0,13.0,3,1,2015
Ebola,2015-01-16,Liberia,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-19,Liberia,73.0,31.0,42.0,4,1,2015
Ebola,2015-01-20,Liberia,43.0,18.0,25.0,4,1,2015
Ebola,2015-01-21,Liberia,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-22,Liberia,46.0,31.0,15.0,4,1,2015
Ebola,2015-01-23,Liberia,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-26,Liberia,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-27,Liberia,98.0,50.0,48.0,5,1,2015
Ebola,2015-01-28,Liberia,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-29,Liberia,21.0,14.0,7.0,5,1,2015
Ebola,2015-01-30,Liberia,0.0,0.0,0.0,5,1,2015
Ebola,2015-02-02,Liberia,25.0,10.0,15.0,6,2,2015
Ebola,2015-02-03,Liberia,61.0,29.0,32.0,6,2,2015
Ebola,2015-02-04,Liberia,16.0,7.0,9.0,6,2,2015
Ebola,2015-02-05,Liberia,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-06,Liberia,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-10,Liberia,136.0,80.0,56.0,7,2,2015
Ebola,2015-02-11,Liberia,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-12,Liberia,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-13,Liberia,50.0,32.0,18.0,7,2,2015
Ebola,2015-02-16,Liberia,76.0,42.0,34.0,8,2,2015
Ebola,2015-02-17,Liberia,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-18,Liberia,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-19,Liberia,89.0,47.0,42.0,8,2,2015
Ebola,2015-02-20,Liberia,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-23,Liberia,133.0,85.0,48.0,9,2,2015
Ebola,2015-02-25,Liberia,9.0,5.0,4.0,9,2,2015
Ebola,2015-02-26,Liberia,27.0,20.0,7.0,9,2,2015
Ebola,2015-02-27,Liberia,0.0,0.0,0.0,9,2,2015
Ebola,2015-03-02,Liberia,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-04,Liberia,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-06,Liberia,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-10,Liberia,78.0,45.0,33.0,11,3,2015
Ebola,2015-03-11,Liberia,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-12,Liberia,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-13,Liberia,139.0,79.0,60.0,11,3,2015
Ebola,2015-03-16,Liberia,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-17,Liberia,44.0,23.0,21.0,12,3,2015
Ebola,2015-03-18,Liberia,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-20,Liberia,29.0,19.0,10.0,12,3,2015
Ebola,2015-03-23,Liberia,38.0,13.0,25.0,13,3,2015
Ebola,2015-03-24,Liberia,9.0,5.0,4.0,13,3,2015
Ebola,2015-03-25,Liberia,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-26,Liberia,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-27,Liberia,0.0,0.0,0.0,13,3,2015
Ebola,2015-04-07,Liberia,260.0,107.0,153.0,15,4,2015
Ebola,2015-04-09,Liberia,0.0,0.0,0.0,15,4,2015
Ebola,2015-04-13,Liberia,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-14,Liberia,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-15,Liberia,180.0,78.0,102.0,16,4,2015
Ebola,2015-04-16,Liberia,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-17,Liberia,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-20,Liberia,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-21,Liberia,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-22,Liberia,170.0,87.0,83.0,17,4,2015
Ebola,2015-04-23,Liberia,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-24,Liberia,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-27,Liberia,0.0,0.0,0.0,18,4,2015
Ebola,2015-04-28,Liberia,110.0,35.0,75.0,18,4,2015
Ebola,2015-04-30,Liberia,0.0,0.0,0.0,18,4,2015
Ebola,2015-05-01,Liberia,0.0,0.0,0.0,18,5,2015
Ebola,2015-05-04,Liberia,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-05,Liberia,185.0,83.0,102.0,19,5,2015
Ebola,2015-05-06,Liberia,57.0,25.0,32.0,19,5,2015
Ebola,2015-05-07,Liberia,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-08,Liberia,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-12,Liberia,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-13,Liberia,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-14,Liberia,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-15,Liberia,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-18,Liberia,62.0,37.0,25.0,21,5,2015
Ebola,2015-05-19,Liberia,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-20,Liberia,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-21,Liberia,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-22,Liberia,0.0,0.0,0.0,21,5,2015
