,Country,Cases,Deaths,Recovered,week_number,month,year
724,Liberia,10666.0,4806,5860,46,11,2015
725,Liberia,10666.0,4806,5860,46,11,2015
726,Liberia,10666.0,4806,5860,46,11,2015
727,Liberia,10666.0,4806,5860,46,11,2015
728,Liberia,10666.0,4806,5860,47,11,2015
729,Liberia,10666.0,4806,5860,47,11,2015
730,Liberia,10666.0,4806,5860,47,11,2015
731,Liberia,10666.0,4806,5860,47,11,2015
732,Liberia,10666.0,4806,5860,47,11,2015
733,Liberia,10666.0,4806,5860,47,11,2015
734,Liberia,10666.0,4806,5860,48,11,2015
735,Liberia,10666.0,4806,5860,48,11,2015
736,Liberia,10666.0,4806,5860,48,11,2015
737,Liberia,10666.0,4806,5860,48,11,2015
738,Liberia,10666.0,4806,5860,49,12,2015
739,Liberia,10666.0,4806,5860,49,12,2015
740,Liberia,10666.0,4806,5860,49,12,2015
741,Liberia,10666.0,4806,5860,49,12,2015
742,Liberia,10666.0,4806,5860,49,12,2015
743,Liberia,10666.0,4806,5860,49,12,2015
744,Liberia,10666.0,4806,5860,50,12,2015
745,Liberia,10666.0,4806,5860,50,12,2015
746,Liberia,10666.0,4806,5860,50,12,2015
747,Liberia,10666.0,4806,5860,50,12,2015
748,Liberia,10666.0,4806,5860,50,12,2015
749,Liberia,10666.0,4806,5860,50,12,2015
750,Liberia,10666.0,4806,5860,51,12,2015
751,Liberia,10666.0,4806,5860,51,12,2015
752,Liberia,10666.0,4806,5860,51,12,2015
753,Liberia,10666.0,4806,5860,51,12,2015
754,Liberia,10666.0,4806,5860,51,12,2015
755,Liberia,10666.0,4806,5860,51,12,2015
756,Liberia,10666.0,4806,5860,52,12,2015
757,Liberia,10666.0,4806,5860,52,12,2015
758,Liberia,10666.0,4806,5860,52,12,2015
759,Liberia,10666.0,4806,5860,52,12,2015
760,Liberia,10666.0,4806,5860,53,12,2015
761,Liberia,10666.0,4806,5860,53,12,2015
762,Liberia,10666.0,4806,5860,12,3,2016
763,Liberia,10666.0,4806,5860,12,3,2016
764,Liberia,10666.0,4806,5860,12,3,2016
765,Mali,1.0,1,0,43,10,2014
766,Mali,1.0,1,0,44,10,2014
767,Mali,1.0,1,0,44,10,2014
768,Mali,1.0,1,0,45,11,2014
769,Mali,1.0,1,0,45,11,2014
770,Mali,4.0,3,1,46,11,2014
771,Mali,4.0,4,0,46,11,2014
772,Mali,6.0,5,1,47,11,2014
773,Mali,6.0,6,0,47,11,2014
774,Mali,8.0,6,2,48,11,2014
775,Mali,8.0,6,2,49,12,2014
776,Mali,8.0,6,2,49,12,2014
777,Mali,8.0,6,2,50,12,2014
778,Mali,8.0,6,2,51,12,2014
779,Mali,8.0,6,2,51,12,2014
780,Mali,8.0,6,2,52,12,2014
781,Mali,8.0,6,2,52,12,2014
782,Mali,8.0,6,2,52,12,2014
783,Mali,8.0,6,2,52,12,2014
784,Mali,8.0,6,2,1,12,2014
785,Mali,8.0,6,2,1,12,2014
786,Mali,8.0,6,2,1,12,2014
787,Mali,8.0,6,2,1,1,2015
788,Mali,8.0,6,2,2,1,2015
789,Mali,8.0,6,2,2,1,2015
790,Mali,8.0,6,2,2,1,2015
791,Mali,8.0,6,2,2,1,2015
792,Mali,8.0,6,2,2,1,2015
793,Mali,8.0,6,2,3,1,2015
794,Mali,8.0,6,2,3,1,2015
795,Mali,8.0,6,2,3,1,2015
796,Mali,8.0,6,2,3,1,2015
797,Mali,8.0,6,2,3,1,2015
798,Mali,8.0,6,2,4,1,2015
799,Mali,8.0,6,2,4,1,2015
800,Mali,8.0,6,2,4,1,2015
801,Mali,8.0,6,2,4,1,2015
802,Mali,8.0,6,2,4,1,2015
803,Mali,8.0,6,2,5,1,2015
804,Mali,8.0,6,2,5,1,2015
805,Mali,8.0,6,2,5,1,2015
806,Mali,8.0,6,2,5,1,2015
807,Mali,8.0,6,2,5,1,2015
808,Mali,8.0,6,2,6,2,2015
809,Mali,8.0,6,2,6,2,2015
810,Mali,8.0,6,2,6,2,2015
811,Mali,8.0,6,2,6,2,2015
812,Mali,8.0,6,2,6,2,2015
813,Mali,8.0,6,2,7,2,2015
814,Mali,8.0,6,2,7,2,2015
815,Mali,8.0,6,2,7,2,2015
816,Mali,8.0,6,2,7,2,2015
817,Mali,8.0,6,2,8,2,2015
818,Mali,8.0,6,2,8,2,2015
819,Mali,8.0,6,2,8,2,2015
820,Mali,8.0,6,2,8,2,2015
821,Mali,8.0,6,2,8,2,2015
822,Mali,8.0,6,2,9,2,2015
823,Mali,8.0,6,2,9,2,2015
824,Mali,8.0,6,2,9,2,2015
825,Mali,8.0,6,2,9,2,2015
826,Mali,8.0,6,2,10,3,2015
827,Mali,8.0,6,2,10,3,2015
828,Mali,8.0,6,2,10,3,2015
829,Mali,8.0,6,2,10,3,2015
830,Mali,8.0,6,2,11,3,2015
831,Mali,8.0,6,2,11,3,2015
832,Mali,8.0,6,2,11,3,2015
833,Mali,8.0,6,2,11,3,2015
834,Mali,8.0,6,2,12,3,2015
835,Mali,8.0,6,2,12,3,2015
836,Mali,8.0,6,2,12,3,2015
837,Mali,8.0,6,2,12,3,2015
838,Mali,8.0,6,2,13,3,2015
839,Mali,8.0,6,2,13,3,2015
840,Mali,8.0,6,2,13,3,2015
841,Mali,8.0,6,2,13,3,2015
842,Mali,8.0,6,2,13,3,2015
843,Mali,8.0,6,2,15,4,2015
844,Mali,8.0,6,2,15,4,2015
845,Mali,8.0,6,2,16,4,2015
846,Mali,8.0,6,2,16,4,2015
847,Mali,8.0,6,2,16,4,2015
848,Mali,8.0,6,2,16,4,2015
849,Mali,8.0,6,2,16,4,2015
850,Mali,8.0,6,2,17,4,2015
851,Mali,8.0,6,2,17,4,2015
852,Mali,8.0,6,2,17,4,2015
853,Mali,8.0,6,2,17,4,2015
854,Mali,8.0,6,2,17,4,2015
855,Mali,8.0,6,2,18,4,2015
856,Mali,8.0,6,2,18,4,2015
857,Mali,8.0,6,2,18,4,2015
858,Mali,8.0,6,2,18,5,2015
859,Mali,8.0,6,2,19,5,2015
860,Mali,8.0,6,2,19,5,2015
861,Mali,8.0,6,2,19,5,2015
862,Mali,8.0,6,2,19,5,2015
863,Mali,8.0,6,2,19,5,2015
864,Mali,8.0,6,2,20,5,2015
865,Mali,8.0,6,2,20,5,2015
866,Mali,8.0,6,2,20,5,2015
867,Mali,8.0,6,2,20,5,2015
868,Mali,8.0,6,2,20,5,2015
869,Mali,8.0,6,2,21,5,2015
870,Mali,8.0,6,2,21,5,2015
871,Mali,8.0,6,2,21,5,2015
872,Mali,8.0,6,2,21,5,2015
873,Mali,8.0,6,2,21,5,2015
874,Mali,8.0,6,2,22,5,2015
875,Mali,8.0,6,2,22,5,2015
876,Mali,8.0,6,2,22,5,2015
877,Mali,8.0,6,2,22,5,2015
878,Mali,8.0,6,2,22,5,2015
879,Mali,8.0,6,2,23,6,2015
880,Mali,8.0,6,2,23,6,2015
881,Mali,8.0,6,2,23,6,2015
882,Mali,8.0,6,2,23,6,2015
883,Mali,8.0,6,2,23,6,2015
884,Mali,8.0,6,2,24,6,2015
885,Mali,8.0,6,2,24,6,2015
886,Mali,8.0,6,2,24,6,2015
887,Mali,8.0,6,2,24,6,2015
888,Mali,8.0,6,2,24,6,2015
889,Mali,8.0,6,2,25,6,2015
890,Mali,8.0,6,2,25,6,2015
891,Mali,8.0,6,2,25,6,2015
892,Mali,8.0,6,2,25,6,2015
893,Mali,8.0,6,2,25,6,2015
894,Mali,8.0,6,2,26,6,2015
895,Mali,8.0,6,2,26,6,2015
896,Mali,8.0,6,2,26,6,2015
897,Mali,8.0,6,2,26,6,2015
898,Mali,8.0,6,2,26,6,2015
899,Mali,8.0,6,2,27,6,2015
900,Mali,8.0,6,2,27,6,2015
901,Mali,8.0,6,2,27,7,2015
902,Mali,8.0,6,2,27,7,2015
903,Mali,8.0,6,2,27,7,2015
904,Mali,8.0,6,2,28,7,2015
905,Mali,8.0,6,2,28,7,2015
906,Mali,8.0,6,2,28,7,2015
907,Mali,8.0,6,2,28,7,2015
908,Mali,8.0,6,2,28,7,2015
909,Mali,8.0,6,2,29,7,2015
910,Mali,8.0,6,2,29,7,2015
911,Mali,8.0,6,2,29,7,2015
912,Mali,8.0,6,2,29,7,2015
913,Mali,8.0,6,2,29,7,2015
914,Mali,8.0,6,2,30,7,2015
915,Mali,8.0,6,2,30,7,2015
916,Mali,8.0,6,2,30,7,2015
917,Mali,8.0,6,2,30,7,2015
918,Mali,8.0,6,2,30,7,2015
919,Mali,8.0,6,2,31,7,2015
920,Mali,8.0,6,2,31,7,2015
921,Mali,8.0,6,2,31,7,2015
922,Mali,8.0,6,2,31,7,2015
923,Mali,8.0,6,2,31,7,2015
924,Mali,8.0,6,2,32,8,2015
925,Mali,8.0,6,2,32,8,2015
926,Mali,8.0,6,2,32,8,2015
927,Mali,8.0,6,2,32,8,2015
928,Mali,8.0,6,2,32,8,2015
929,Mali,8.0,6,2,33,8,2015
930,Mali,8.0,6,2,33,8,2015
931,Mali,8.0,6,2,33,8,2015
932,Mali,8.0,6,2,33,8,2015
933,Mali,8.0,6,2,33,8,2015
934,Mali,8.0,6,2,34,8,2015
935,Mali,8.0,6,2,34,8,2015
936,Mali,8.0,6,2,34,8,2015
937,Mali,8.0,6,2,34,8,2015
938,Mali,8.0,6,2,34,8,2015
939,Mali,8.0,6,2,35,8,2015
940,Mali,8.0,6,2,35,8,2015
941,Mali,8.0,6,2,35,8,2015
942,Mali,8.0,6,2,35,8,2015
943,Mali,8.0,6,2,35,8,2015
944,Mali,8.0,6,2,36,8,2015
945,Mali,8.0,6,2,36,9,2015
946,Mali,8.0,6,2,36,9,2015
947,Mali,8.0,6,2,36,9,2015
948,Mali,8.0,6,2,36,9,2015
949,Mali,8.0,6,2,37,9,2015
950,Mali,8.0,6,2,37,9,2015
951,Mali,8.0,6,2,37,9,2015
952,Mali,8.0,6,2,37,9,2015
953,Mali,8.0,6,2,37,9,2015
954,Mali,8.0,6,2,38,9,2015
955,Mali,8.0,6,2,38,9,2015
956,Mali,8.0,6,2,38,9,2015
957,Mali,8.0,6,2,38,9,2015
958,Mali,8.0,6,2,38,9,2015
959,Mali,8.0,6,2,39,9,2015
960,Mali,8.0,6,2,39,9,2015
961,Mali,8.0,6,2,39,9,2015
962,Mali,8.0,6,2,39,9,2015
963,Mali,8.0,6,2,39,9,2015
964,Mali,8.0,6,2,40,9,2015
965,Mali,8.0,6,2,40,9,2015
966,Mali,8.0,6,2,40,9,2015
967,Mali,8.0,6,2,40,10,2015
968,Mali,8.0,6,2,40,10,2015
969,Mali,8.0,6,2,41,10,2015
970,Mali,8.0,6,2,41,10,2015
971,Mali,8.0,6,2,41,10,2015
972,Mali,8.0,6,2,41,10,2015
973,Mali,8.0,6,2,41,10,2015
974,Mali,8.0,6,2,42,10,2015
975,Mali,8.0,6,2,42,10,2015
976,Mali,8.0,6,2,42,10,2015
977,Mali,8.0,6,2,43,10,2015
978,Mali,8.0,6,2,43,10,2015
979,Mali,8.0,6,2,43,10,2015
980,Mali,8.0,6,2,44,10,2015
981,Mali,8.0,6,2,44,10,2015
982,Mali,8.0,6,2,44,10,2015
983,Mali,8.0,6,2,44,10,2015
984,Mali,8.0,6,2,45,11,2015
985,Mali,8.0,6,2,45,11,2015
986,Mali,8.0,6,2,45,11,2015
987,Mali,8.0,6,2,46,11,2015
988,Mali,8.0,6,2,46,11,2015
989,Mali,8.0,6,2,46,11,2015
990,Mali,8.0,6,2,47,11,2015
991,Mali,8.0,6,2,47,11,2015
992,Mali,8.0,6,2,47,11,2015
993,Mali,8.0,6,2,48,11,2015
994,Mali,8.0,6,2,48,11,2015
995,Mali,8.0,6,2,49,12,2015
996,Mali,8.0,6,2,49,12,2015
997,Mali,8.0,6,2,49,12,2015
998,Mali,8.0,6,2,50,12,2015
999,Mali,8.0,6,2,50,12,2015
1000,Mali,8.0,6,2,50,12,2015
1001,Mali,8.0,6,2,51,12,2015
1002,Mali,8.0,6,2,51,12,2015
1003,Mali,8.0,6,2,51,12,2015
1004,Mali,8.0,6,2,52,12,2015
1005,Mali,8.0,6,2,52,12,2015
1006,Mali,8.0,6,2,53,12,2015
1007,Mali,8.0,6,2,12,3,2016
1008,Nigeria,19.0,7,12,35,8,2014
1009,Nigeria,20.0,8,12,36,9,2014
1010,Nigeria,20.0,8,12,37,9,2014
1011,Nigeria,20.0,8,12,37,9,2014
1012,Nigeria,20.0,8,12,38,9,2014
1013,Nigeria,20.0,8,12,38,9,2014
1014,Nigeria,20.0,8,12,39,9,2014
1015,Nigeria,20.0,8,12,39,9,2014
1016,Nigeria,20.0,8,12,39,9,2014
1017,Nigeria,20.0,8,12,40,10,2014
1018,Nigeria,20.0,8,12,40,10,2014
1019,Nigeria,20.0,8,12,41,10,2014
1020,Nigeria,20.0,8,12,41,10,2014
1021,Nigeria,20.0,8,12,42,10,2014
1022,Nigeria,20.0,8,12,42,10,2014
1023,Nigeria,20.0,8,12,43,10,2014
1024,Nigeria,20.0,8,12,43,10,2014
1025,Nigeria,20.0,8,12,44,10,2014
1026,Nigeria,20.0,8,12,44,10,2014
1027,Nigeria,20.0,8,12,45,11,2014
1028,Nigeria,20.0,8,12,45,11,2014
1029,Nigeria,20.0,8,12,46,11,2014
1030,Nigeria,20.0,8,12,46,11,2014
1031,Nigeria,20.0,8,12,47,11,2014
1032,Nigeria,20.0,8,12,47,11,2014
1033,Nigeria,20.0,8,12,48,11,2014
1034,Nigeria,20.0,8,12,49,12,2014
1035,Nigeria,20.0,8,12,49,12,2014
1036,Nigeria,20.0,8,12,50,12,2014
1037,Nigeria,20.0,8,12,51,12,2014
1038,Nigeria,20.0,8,12,51,12,2014
1039,Nigeria,20.0,8,12,52,12,2014
1040,Nigeria,20.0,8,12,52,12,2014
1041,Nigeria,20.0,8,12,52,12,2014
1042,Nigeria,20.0,8,12,52,12,2014
1043,Nigeria,20.0,8,12,1,12,2014
1044,Nigeria,20.0,8,12,1,12,2014
1045,Nigeria,20.0,8,12,1,12,2014
1046,Nigeria,20.0,8,12,1,1,2015
1047,Nigeria,20.0,8,12,2,1,2015
1048,Nigeria,20.0,8,12,2,1,2015
1049,Nigeria,20.0,8,12,2,1,2015
1050,Nigeria,20.0,8,12,3,1,2015
1051,Nigeria,20.0,8,12,3,1,2015
1052,Nigeria,20.0,8,12,3,1,2015
1053,Nigeria,20.0,8,12,4,1,2015
1054,Nigeria,20.0,8,12,4,1,2015
1055,Nigeria,20.0,8,12,4,1,2015
1056,Nigeria,20.0,8,12,4,1,2015
1057,Nigeria,20.0,8,12,4,1,2015
1058,Nigeria,20.0,8,12,5,1,2015
1059,Nigeria,20.0,8,12,5,1,2015
1060,Nigeria,20.0,8,12,5,1,2015
1061,Nigeria,20.0,8,12,5,1,2015
1062,Nigeria,20.0,8,12,5,1,2015
1063,Nigeria,20.0,8,12,6,2,2015
1064,Nigeria,20.0,8,12,6,2,2015
1065,Nigeria,20.0,8,12,6,2,2015
1066,Nigeria,20.0,8,12,6,2,2015
1067,Nigeria,20.0,8,12,6,2,2015
1068,Nigeria,20.0,8,12,7,2,2015
1069,Nigeria,20.0,8,12,7,2,2015
1070,Nigeria,20.0,8,12,7,2,2015
1071,Nigeria,20.0,8,12,7,2,2015
1072,Nigeria,20.0,8,12,8,2,2015
1073,Nigeria,20.0,8,12,8,2,2015
1074,Nigeria,20.0,8,12,8,2,2015
1075,Nigeria,20.0,8,12,8,2,2015
1076,Nigeria,20.0,8,12,8,2,2015
1077,Nigeria,20.0,8,12,9,2,2015
1078,Nigeria,20.0,8,12,9,2,2015
1079,Nigeria,20.0,8,12,9,2,2015
1080,Nigeria,20.0,8,12,9,2,2015
1081,Nigeria,20.0,8,12,10,3,2015
1082,Nigeria,20.0,8,12,10,3,2015
1083,Nigeria,20.0,8,12,10,3,2015
1084,Nigeria,20.0,8,12,10,3,2015
1085,Nigeria,20.0,8,12,11,3,2015
1086,Nigeria,20.0,8,12,11,3,2015
1087,Nigeria,20.0,8,12,11,3,2015
1088,Nigeria,20.0,8,12,11,3,2015
1089,Nigeria,20.0,8,12,12,3,2015
1090,Nigeria,20.0,8,12,12,3,2015
1091,Nigeria,20.0,8,12,12,3,2015
1092,Nigeria,20.0,8,12,12,3,2015
1093,Nigeria,20.0,8,12,13,3,2015
1094,Nigeria,20.0,8,12,13,3,2015
1095,Nigeria,20.0,8,12,13,3,2015
1096,Nigeria,20.0,8,12,13,3,2015
1097,Nigeria,20.0,8,12,13,3,2015
1098,Nigeria,20.0,8,12,15,4,2015
1099,Nigeria,20.0,8,12,15,4,2015
1100,Nigeria,20.0,8,12,16,4,2015
1101,Nigeria,20.0,8,12,16,4,2015
1102,Nigeria,20.0,8,12,16,4,2015
1103,Nigeria,20.0,8,12,16,4,2015
1104,Nigeria,20.0,8,12,16,4,2015
1105,Nigeria,20.0,8,12,17,4,2015
1106,Nigeria,20.0,8,12,17,4,2015
1107,Nigeria,20.0,8,12,17,4,2015
1108,Nigeria,20.0,8,12,17,4,2015
1109,Nigeria,20.0,8,12,17,4,2015
1110,Nigeria,20.0,8,12,18,4,2015
1111,Nigeria,20.0,8,12,18,4,2015
1112,Nigeria,20.0,8,12,18,4,2015
1113,Nigeria,20.0,8,12,18,5,2015
1114,Nigeria,20.0,8,12,19,5,2015
1115,Nigeria,20.0,8,12,19,5,2015
1116,Nigeria,20.0,8,12,19,5,2015
1117,Nigeria,20.0,8,12,19,5,2015
1118,Nigeria,20.0,8,12,19,5,2015
1119,Nigeria,20.0,8,12,20,5,2015
1120,Nigeria,20.0,8,12,20,5,2015
1121,Nigeria,20.0,8,12,20,5,2015
1122,Nigeria,20.0,8,12,20,5,2015
1123,Nigeria,20.0,8,12,20,5,2015
1124,Nigeria,20.0,8,12,21,5,2015
1125,Nigeria,20.0,8,12,21,5,2015
1126,Nigeria,20.0,8,12,21,5,2015
1127,Nigeria,20.0,8,12,21,5,2015
1128,Nigeria,20.0,8,12,21,5,2015
1129,Nigeria,20.0,8,12,22,5,2015
1130,Nigeria,20.0,8,12,22,5,2015
1131,Nigeria,20.0,8,12,22,5,2015
1132,Nigeria,20.0,8,12,22,5,2015
1133,Nigeria,20.0,8,12,22,5,2015
1134,Nigeria,20.0,8,12,23,6,2015
1135,Nigeria,20.0,8,12,23,6,2015
1136,Nigeria,20.0,8,12,23,6,2015
1137,Nigeria,20.0,8,12,23,6,2015
1138,Nigeria,20.0,8,12,23,6,2015
1139,Nigeria,20.0,8,12,24,6,2015
1140,Nigeria,20.0,8,12,24,6,2015
1141,Nigeria,20.0,8,12,24,6,2015
1142,Nigeria,20.0,8,12,24,6,2015
1143,Nigeria,20.0,8,12,24,6,2015
1144,Nigeria,20.0,8,12,25,6,2015
1145,Nigeria,20.0,8,12,25,6,2015
1146,Nigeria,20.0,8,12,25,6,2015
1147,Nigeria,20.0,8,12,25,6,2015
1148,Nigeria,20.0,8,12,25,6,2015
1149,Nigeria,20.0,8,12,26,6,2015
1150,Nigeria,20.0,8,12,26,6,2015
1151,Nigeria,20.0,8,12,26,6,2015
1152,Nigeria,20.0,8,12,26,6,2015
1153,Nigeria,20.0,8,12,26,6,2015
1154,Nigeria,20.0,8,12,27,6,2015
1155,Nigeria,20.0,8,12,27,6,2015
1156,Nigeria,20.0,8,12,27,7,2015
1157,Nigeria,20.0,8,12,27,7,2015
1158,Nigeria,20.0,8,12,27,7,2015
1159,Nigeria,20.0,8,12,28,7,2015
1160,Nigeria,20.0,8,12,28,7,2015
1161,Nigeria,20.0,8,12,28,7,2015
1162,Nigeria,20.0,8,12,28,7,2015
1163,Nigeria,20.0,8,12,28,7,2015
1164,Nigeria,20.0,8,12,29,7,2015
1165,Nigeria,20.0,8,12,29,7,2015
1166,Nigeria,20.0,8,12,29,7,2015
1167,Nigeria,20.0,8,12,29,7,2015
1168,Nigeria,20.0,8,12,29,7,2015
1169,Nigeria,20.0,8,12,30,7,2015
1170,Nigeria,20.0,8,12,30,7,2015
1171,Nigeria,20.0,8,12,30,7,2015
1172,Nigeria,20.0,8,12,30,7,2015
1173,Nigeria,20.0,8,12,30,7,2015
1174,Nigeria,20.0,8,12,31,7,2015
1175,Nigeria,20.0,8,12,31,7,2015
1176,Nigeria,20.0,8,12,31,7,2015
1177,Nigeria,20.0,8,12,31,7,2015
1178,Nigeria,20.0,8,12,31,7,2015
1179,Nigeria,20.0,8,12,32,8,2015
1180,Nigeria,20.0,8,12,32,8,2015
1181,Nigeria,20.0,8,12,32,8,2015
1182,Nigeria,20.0,8,12,32,8,2015
1183,Nigeria,20.0,8,12,32,8,2015
1184,Nigeria,20.0,8,12,33,8,2015
1185,Nigeria,20.0,8,12,33,8,2015
1186,Nigeria,20.0,8,12,33,8,2015
1187,Nigeria,20.0,8,12,33,8,2015
1188,Nigeria,20.0,8,12,33,8,2015
1189,Nigeria,20.0,8,12,34,8,2015
1190,Nigeria,20.0,8,12,34,8,2015
1191,Nigeria,20.0,8,12,34,8,2015
1192,Nigeria,20.0,8,12,34,8,2015
1193,Nigeria,20.0,8,12,34,8,2015
1194,Nigeria,20.0,8,12,35,8,2015
1195,Nigeria,20.0,8,12,35,8,2015
1196,Nigeria,20.0,8,12,35,8,2015
1197,Nigeria,20.0,8,12,35,8,2015
1198,Nigeria,20.0,8,12,35,8,2015
1199,Nigeria,20.0,8,12,36,8,2015
1200,Nigeria,20.0,8,12,36,9,2015
1201,Nigeria,20.0,8,12,36,9,2015
1202,Nigeria,20.0,8,12,36,9,2015
1203,Nigeria,20.0,8,12,36,9,2015
1204,Nigeria,20.0,8,12,37,9,2015
1205,Nigeria,20.0,8,12,37,9,2015
1206,Nigeria,20.0,8,12,37,9,2015
1207,Nigeria,20.0,8,12,37,9,2015
1208,Nigeria,20.0,8,12,37,9,2015
1209,Nigeria,20.0,8,12,38,9,2015
1210,Nigeria,20.0,8,12,38,9,2015
1211,Nigeria,20.0,8,12,38,9,2015
1212,Nigeria,20.0,8,12,38,9,2015
1213,Nigeria,20.0,8,12,38,9,2015
1214,Nigeria,20.0,8,12,39,9,2015
1215,Nigeria,20.0,8,12,39,9,2015
1216,Nigeria,20.0,8,12,39,9,2015
1217,Nigeria,20.0,8,12,39,9,2015
1218,Nigeria,20.0,8,12,39,9,2015
1219,Nigeria,20.0,8,12,40,9,2015
1220,Nigeria,20.0,8,12,40,9,2015
1221,Nigeria,20.0,8,12,40,9,2015
1222,Nigeria,20.0,8,12,40,10,2015
1223,Nigeria,20.0,8,12,40,10,2015
1224,Nigeria,20.0,8,12,41,10,2015
1225,Nigeria,20.0,8,12,41,10,2015
1226,Nigeria,20.0,8,12,41,10,2015
1227,Nigeria,20.0,8,12,41,10,2015
1228,Nigeria,20.0,8,12,41,10,2015
1229,Nigeria,20.0,8,12,42,10,2015
1230,Nigeria,20.0,8,12,42,10,2015
1231,Nigeria,20.0,8,12,42,10,2015
1232,Nigeria,20.0,8,12,43,10,2015
1233,Nigeria,20.0,8,12,43,10,2015
1234,Nigeria,20.0,8,12,43,10,2015
1235,Nigeria,20.0,8,12,44,10,2015
1236,Nigeria,20.0,8,12,44,10,2015
1237,Nigeria,20.0,8,12,44,10,2015
1238,Nigeria,20.0,8,12,44,10,2015
1239,Nigeria,20.0,8,12,45,11,2015
1240,Nigeria,20.0,8,12,45,11,2015
1241,Nigeria,20.0,8,12,45,11,2015
1242,Nigeria,20.0,8,12,46,11,2015
1243,Nigeria,20.0,8,12,46,11,2015
1244,Nigeria,20.0,8,12,46,11,2015
1245,Nigeria,20.0,8,12,47,11,2015
1246,Nigeria,20.0,8,12,47,11,2015
1247,Nigeria,20.0,8,12,47,11,2015
1248,Nigeria,20.0,8,12,48,11,2015
1249,Nigeria,20.0,8,12,48,11,2015
1250,Nigeria,20.0,8,12,49,12,2015
1251,Nigeria,20.0,8,12,49,12,2015
1252,Nigeria,20.0,8,12,49,12,2015
1253,Nigeria,20.0,8,12,50,12,2015
1254,Nigeria,20.0,8,12,50,12,2015
1255,Nigeria,20.0,8,12,50,12,2015
1256,Nigeria,20.0,8,12,51,12,2015
1257,Nigeria,20.0,8,12,51,12,2015
1258,Nigeria,20.0,8,12,51,12,2015
1259,Nigeria,20.0,8,12,52,12,2015
1260,Nigeria,20.0,8,12,52,12,2015
1261,Nigeria,20.0,8,12,53,12,2015
1262,Nigeria,20.0,8,12,12,3,2016
1517,Sierra Leone,1026.0,422,604,35,8,2014
1518,Sierra Leone,1261.0,491,770,36,9,2014
1519,Sierra Leone,1361.0,509,852,37,9,2014
1520,Sierra Leone,1424.0,524,900,37,9,2014
1521,Sierra Leone,1620.0,562,1058,38,9,2014
1522,Sierra Leone,1673.0,562,1111,38,9,2014
1523,Sierra Leone,1813.0,593,1220,39,9,2014
1524,Sierra Leone,1940.0,597,1343,39,9,2014
1525,Sierra Leone,2021.0,605,1416,39,9,2014
1526,Sierra Leone,2304.0,622,1682,40,10,2014
1527,Sierra Leone,2437.0,623,1814,40,10,2014
1528,Sierra Leone,2789.0,879,1910,41,10,2014
1529,Sierra Leone,2950.0,930,2020,41,10,2014
1530,Sierra Leone,3252.0,1183,2069,42,10,2014
1531,Sierra Leone,3410.0,1183,2227,42,10,2014
1532,Sierra Leone,3706.0,1183,2523,43,10,2014
1533,Sierra Leone,3896.0,1183,2713,43,10,2014
1534,Sierra Leone,5235.0,1183,4052,44,10,2014
1535,Sierra Leone,5338.0,1183,4155,44,10,2014
1536,Sierra Leone,4859.0,1183,3676,45,11,2014
1537,Sierra Leone,4862.0,1183,3679,45,11,2014
1538,Sierra Leone,5368.0,1183,4185,46,11,2014
1539,Sierra Leone,5586.0,1187,4399,46,11,2014
1540,Sierra Leone,6073.0,1250,4823,47,11,2014
1541,Sierra Leone,6190.0,1267,4923,47,11,2014
1542,Sierra Leone,6599.0,1398,5201,48,11,2014
1543,Sierra Leone,7109.0,1530,5579,49,12,2014
1544,Sierra Leone,7312.0,1583,5729,49,12,2014
1545,Sierra Leone,7897.0,1768,6129,50,12,2014
1546,Sierra Leone,8273.0,2033,6240,51,12,2014
1547,Sierra Leone,8356.0,2085,6271,51,12,2014
1548,Sierra Leone,8939.0,2556,6383,52,12,2014
1549,Sierra Leone,9004.0,2582,6422,52,12,2014
1550,Sierra Leone,9004.0,2582,6422,52,12,2014
1551,Sierra Leone,9203.0,2655,6548,52,12,2014
1552,Sierra Leone,9409.0,2732,6677,1,12,2014
1553,Sierra Leone,9446.0,2758,6688,1,12,2014
1554,Sierra Leone,9446.0,2758,6688,1,12,2014
1555,Sierra Leone,9633.0,2827,6806,1,1,2015
1556,Sierra Leone,9772.0,2915,6857,2,1,2015
1557,Sierra Leone,9780.0,2943,6837,2,1,2015
1558,Sierra Leone,9780.0,2943,6837,2,1,2015
1559,Sierra Leone,10030.0,2977,7053,2,1,2015
1560,Sierra Leone,10030.0,2977,7053,2,1,2015
1561,Sierra Leone,10094.0,3049,7045,3,1,2015
1562,Sierra Leone,10094.0,3049,7045,3,1,2015
1563,Sierra Leone,10124.0,3062,7062,3,1,2015
1564,Sierra Leone,10150.0,3067,7083,3,1,2015
1565,Sierra Leone,10186.0,3083,7103,3,1,2015
1566,Sierra Leone,10306.0,3132,7174,4,1,2015
1567,Sierra Leone,10340.0,3145,7195,4,1,2015
1568,Sierra Leone,10340.0,3145,7195,4,1,2015
1569,Sierra Leone,10362.0,3153,7209,4,1,2015
1570,Sierra Leone,10400.0,3159,7241,4,1,2015
1571,Sierra Leone,10491.0,3195,7296,5,1,2015
1572,Sierra Leone,10518.0,3199,7319,5,1,2015
1573,Sierra Leone,10518.0,3199,7319,5,1,2015
1574,Sierra Leone,10537.0,3207,7330,5,1,2015
1575,Sierra Leone,10561.0,3216,7345,5,1,2015
